date,sales,onpromotion,dcoilwtico,transactions,dayofweek,is_weekend,is_holiday_overall
2014-03-02,433.0,0,102.88,346.0,6,1,0
2014-03-03,621.0,0,105.34,400.0,0,0,1
2014-03-04,787.0,0,103.64,489.0,1,0,1
2014-03-05,2248.0,0,101.75,1905.0,2,0,0
2014-03-06,2140.0,0,101.82,1825.0,3,0,0
2014-03-07,2216.0,0,102.82,1827.0,4,0,0
2014-03-08,2087.0,0,102.82,1510.0,5,1,0
2014-03-09,1084.0,0,102.82,535.0,6,1,0
2014-03-10,2085.0,0,101.39,1756.0,0,0,0
2014-03-11,1905.0,0,100.29,1841.0,1,0,0
2014-03-12,2268.0,0,98.29,1886.0,2,0,0
2014-03-13,1732.0,0,98.57,1752.0,3,0,0
2014-03-14,2036.0,0,99.23,1814.0,4,0,0
2014-03-15,1948.0,0,99.23,1317.0,5,1,0
2014-03-16,1116.0,0,99.23,553.0,6,1,0
2014-03-17,2049.0,0,98.43,1837.0,0,0,0
2014-03-18,2009.0,0,100.08,1759.0,1,0,0
2014-03-19,2220.0,0,100.71,1896.0,2,0,0
2014-03-20,1730.0,0,99.68,1628.0,3,0,0
2014-03-21,2094.0,0,99.97,1903.0,4,0,0
2014-03-22,2199.0,0,99.97,1327.0,5,1,0
2014-03-23,929.0,0,99.97,523.0,6,1,0
2014-03-24,2110.0,0,100.05,1704.0,0,0,0
2014-03-25,2022.0,0,99.66,1863.0,1,0,0
2014-03-26,2084.0,0,100.61,1818.0,2,0,0
2014-03-27,1686.0,0,101.25,1683.0,3,0,0
2014-03-28,1942.0,0,101.73,1862.0,4,0,0
2014-03-29,2492.0,0,101.73,1274.0,5,1,0
2014-03-30,1059.0,0,101.73,505.0,6,1,0
2014-03-31,2071.0,0,101.57,1862.0,0,0,0
2014-04-01,1096.0,0,99.69,1847.0,1,0,0
2014-04-02,1340.0,0,99.6,1899.0,2,0,0
2014-04-03,940.0,0,100.29,1789.0,3,0,0
2014-04-04,1105.0,0,101.16,1875.0,4,0,0
2014-04-05,1191.0,0,101.16,1393.0,5,1,0
2014-04-06,559.0,0,101.16,529.0,6,1,0
2014-04-07,1209.0,0,100.43,1936.0,0,0,0
2014-04-08,892.0,0,102.57,1743.0,1,0,0
2014-04-09,1134.0,0,103.55,1940.0,2,0,0
2014-04-10,1035.0,0,103.37,1770.0,3,0,0
2014-04-11,1082.0,0,103.68,1866.0,4,0,0
2014-04-12,1036.0,0,103.68,1340.0,5,1,0
2014-04-13,436.0,0,103.68,463.0,6,1,0
2014-04-14,1056.0,0,104.05,1880.0,0,0,0
2014-04-15,1038.0,0,103.7,1794.0,1,0,0
2014-04-16,1074.0,0,103.71,1915.0,2,0,0
2014-04-17,972.0,0,104.33,1784.0,3,0,0
2014-04-18,370.0,0,104.33,507.0,4,0,1
2014-04-19,800.0,0,104.33,1038.0,5,1,0
2014-04-20,406.0,0,104.33,414.0,6,1,0
2014-04-21,1371.0,0,104.35,1776.0,0,0,0
2014-04-22,1079.0,0,101.69,1688.0,1,0,0
2014-04-23,1062.0,0,101.47,1935.0,2,0,0
2014-04-24,995.0,0,102.2,1787.0,3,0,0
2014-04-25,1190.0,0,100.85,1860.0,4,0,0
2014-04-26,1150.0,0,100.85,1234.0,5,1,0
2014-04-27,339.0,0,100.85,505.0,6,1,0
2014-04-28,995.0,0,101.13,1782.0,0,0,0
2014-04-29,872.0,0,101.56,1756.0,1,0,0
2014-04-30,1202.0,0,100.07,1990.0,2,0,0
2014-05-01,348.0,0,99.69,503.0,3,0,1
2014-05-02,1106.0,0,100.09,1805.0,4,0,0
2014-05-03,1172.0,0,100.09,1326.0,5,1,0
2014-05-04,491.0,0,100.09,473.0,6,1,0
2014-05-05,794.0,0,99.74,1460.0,0,0,0
2014-05-06,1046.0,0,99.81,1849.0,1,0,0
2014-05-07,1010.0,0,101.06,1912.0,2,0,0
2014-05-08,855.0,0,100.52,1727.0,3,0,0
2014-05-09,948.0,0,100.32,1998.0,4,0,0
2014-05-10,1178.0,0,100.32,1440.0,5,1,1
2014-05-11,442.0,0,100.32,595.0,6,1,1
2014-05-12,888.0,0,100.89,1768.0,0,0,0
2014-05-13,1122.0,0,102.01,1874.0,1,0,0
2014-05-14,1040.0,0,102.63,1861.0,2,0,0
2014-05-15,1016.0,0,101.74,1794.0,3,0,0
2014-05-16,1006.0,0,102.31,1797.0,4,0,0
2014-05-17,1093.0,0,102.31,1291.0,5,1,0
2014-05-18,385.0,0,102.31,470.0,6,1,0
2014-05-19,1052.0,0,102.95,1894.0,0,0,0
2014-05-20,944.0,0,102.8,1840.0,1,0,0
2014-05-21,1052.0,0,104.31,1932.0,2,0,0
2014-05-22,813.0,0,104.03,1701.0,3,0,0
2014-05-23,961.0,0,105.01,1726.0,4,0,0
2014-05-24,1119.0,0,105.01,1250.0,5,1,1
2014-05-25,496.0,0,105.01,499.0,6,1,0
2014-05-26,1085.0,0,105.01,1807.0,0,0,0
2014-05-27,795.0,0,104.78,1741.0,1,0,0
2014-05-28,1102.0,0,103.37,1903.0,2,0,0
2014-05-29,730.0,0,104.26,1752.0,3,0,0
2014-05-30,1046.0,0,103.4,1917.0,4,0,0
2014-05-31,1128.0,0,103.4,1320.0,5,1,0
2014-06-01,438.0,0,103.4,512.0,6,1,0
2014-06-02,977.0,0,103.07,1918.0,0,0,0
2014-06-03,979.0,0,103.34,1940.0,1,0,0
2014-06-04,1071.0,0,103.27,1930.0,2,0,0
2014-06-05,851.0,0,103.17,1725.0,3,0,0
2014-06-06,1066.0,0,103.32,1892.0,4,0,0
2014-06-07,990.0,0,103.32,1325.0,5,1,0
2014-06-08,327.0,0,103.32,432.0,6,1,0
2014-06-09,938.0,0,105.09,1786.0,0,0,0
2014-06-10,1100.0,0,105.02,1705.0,1,0,0
2014-06-11,1159.0,0,105.04,1872.0,2,0,0
2014-06-12,961.0,0,107.2,1734.0,3,0,1
2014-06-13,1023.0,0,107.49,1918.0,4,0,0
2014-06-14,1304.0,0,107.49,1447.0,5,1,0
2014-06-15,347.0,0,107.49,462.0,6,1,1
2014-06-16,1089.0,0,107.52,1801.0,0,0,0
2014-06-17,1056.0,0,106.95,1747.0,1,0,0
2014-06-18,1136.0,0,106.64,1798.0,2,0,0
2014-06-19,927.0,0,107.08,1713.0,3,0,0
2014-06-20,1294.0,0,107.95,1880.0,4,0,1
2014-06-21,1176.0,0,107.95,1269.0,5,1,0
2014-06-22,450.0,0,107.95,493.0,6,1,0
2014-06-23,1111.0,0,106.83,1823.0,0,0,0
2014-06-24,920.0,0,106.64,1734.0,1,0,0
2014-06-25,1202.0,0,107.04,1747.0,2,0,1
2014-06-26,1132.0,0,106.49,1707.0,3,0,0
2014-06-27,1152.0,0,106.46,1866.0,4,0,0
2014-06-28,1039.0,0,106.46,1300.0,5,1,1
2014-06-29,379.0,0,106.46,446.0,6,1,1
2014-06-30,1019.0,0,106.07,1758.0,0,0,1
2014-07-01,1868.0,0,106.06,1749.0,1,0,1
2014-07-02,2803.0,4,105.18,1962.0,2,0,0
2014-07-03,1992.0,4,104.76,1775.0,3,0,0
2014-07-04,2302.0,2,104.76,1918.0,4,0,1
2014-07-05,1919.0,2,104.76,1128.0,5,1,1
2014-07-06,903.0,2,104.76,499.0,6,1,0
2014-07-07,2161.0,2,104.19,1791.0,0,0,0
2014-07-08,1838.0,3,104.06,1812.0,1,0,1
2014-07-09,2232.0,3,102.93,1821.0,2,0,1
2014-07-10,1933.0,3,103.61,1665.0,3,0,0
2014-07-11,2132.0,3,101.48,1802.0,4,0,0
2014-07-12,2122.0,3,101.48,1211.0,5,1,1
2014-07-13,985.0,2,101.48,538.0,6,1,1
2014-07-14,2260.0,2,101.73,1880.0,0,0,0
2014-07-15,1910.0,1,100.56,1812.0,1,0,0
2014-07-16,2333.0,2,101.88,1817.0,2,0,0
2014-07-17,1736.0,0,103.84,1690.0,3,0,0
2014-07-18,2349.0,0,103.83,1781.0,4,0,0
2014-07-19,2178.0,0,103.83,1233.0,5,1,0
2014-07-20,768.0,0,103.83,457.0,6,1,0
2014-07-21,2229.0,0,105.34,1808.0,0,0,0
2014-07-22,1873.0,1,104.59,1761.0,1,0,0
2014-07-23,2026.0,0,103.81,1868.0,2,0,0
2014-07-24,1865.0,0,102.76,1679.0,3,0,0
2014-07-25,1920.0,0,105.23,1835.0,4,0,0
2014-07-26,2101.0,0,105.23,1236.0,5,1,0
2014-07-27,821.0,0,105.23,494.0,6,1,0
2014-07-28,1835.0,0,105.68,1902.0,0,0,0
2014-07-29,1933.0,0,104.91,1751.0,1,0,0
2014-07-30,2216.0,0,104.29,1845.0,2,0,0
2014-07-31,1810.0,0,98.23,1733.0,3,0,0
2014-08-01,1212.0,0,97.86,1930.0,4,0,0
2014-08-02,1067.0,0,97.86,1207.0,5,1,0
2014-08-03,363.0,0,97.86,459.0,6,1,0
2014-08-04,1241.0,1,98.26,1892.0,0,0,0
2014-08-05,956.0,1,97.34,1782.0,1,0,0
2014-08-06,964.0,0,96.93,1791.0,2,0,0
2014-08-07,991.0,0,97.34,1657.0,3,0,0
2014-08-08,1144.0,0,97.61,1835.0,4,0,0
2014-08-09,1177.0,3,97.61,1216.0,5,1,0
2014-08-10,397.0,2,97.61,477.0,6,1,1
2014-08-11,890.0,0,98.09,1824.0,0,0,0
2014-08-12,918.0,3,97.36,1701.0,1,0,0
2014-08-13,1212.0,1,97.57,1868.0,2,0,0
2014-08-14,1025.0,0,95.54,1720.0,3,0,0
2014-08-15,1247.0,1,97.3,1833.0,4,0,0
2014-08-16,1072.0,2,97.3,1257.0,5,1,0
2014-08-17,491.0,1,97.3,459.0,6,1,0
2014-08-18,920.0,1,96.44,1805.0,0,0,0
2014-08-19,883.0,2,94.35,1670.0,1,0,0
2014-08-20,1194.0,2,96.4,1788.0,2,0,0
2014-08-21,938.0,3,93.97,1685.0,3,0,0
2014-08-22,1111.0,2,93.61,1766.0,4,0,0
2014-08-23,934.0,2,93.61,1214.0,5,1,0
2014-08-24,382.0,1,93.61,494.0,6,1,0
2014-08-25,855.0,3,95.39,1789.0,0,0,0
2014-08-26,771.0,1,95.78,1745.0,1,0,0
2014-08-27,1096.0,1,95.82,1846.0,2,0,0
2014-08-28,827.0,0,96.44,1607.0,3,0,0
2014-08-29,1293.0,0,97.86,1852.0,4,0,0
2014-08-30,1173.0,0,97.86,1385.0,5,1,0
2014-08-31,441.0,0,97.86,512.0,6,1,0
2014-09-01,2193.0,1,97.86,1829.0,0,0,0
2014-09-02,2214.0,2,92.92,1792.0,1,0,0
2014-09-03,2182.0,3,95.5,1892.0,2,0,0
2014-09-04,1725.0,1,94.51,1721.0,3,0,0
2014-09-05,2349.0,1,93.32,1779.0,4,0,0
2014-09-06,2282.0,1,93.32,1315.0,5,1,0
2014-09-07,962.0,1,93.32,538.0,6,1,0
2014-09-08,2220.0,1,92.64,1923.0,0,0,0
2014-09-09,2062.0,1,92.73,1809.0,1,0,0
2014-09-10,2067.0,3,91.71,1889.0,2,0,0
2014-09-11,1829.0,2,92.89,1795.0,3,0,0
2014-09-12,2130.0,3,92.18,1793.0,4,0,0
2014-09-13,2221.0,3,92.18,1279.0,5,1,0
2014-09-14,1016.0,1,92.18,537.0,6,1,0
2014-09-15,1822.0,4,92.86,1764.0,0,0,0
2014-09-16,1868.0,3,94.91,1748.0,1,0,0
2014-09-17,2158.0,3,94.33,1804.0,2,0,0
2014-09-18,1831.0,5,93.07,1655.0,3,0,0
2014-09-19,1944.0,1,92.43,1628.0,4,0,0
2014-09-20,2285.0,3,92.43,1410.0,5,1,0
2014-09-21,1110.0,2,92.43,478.0,6,1,0
2014-09-22,1842.0,1,91.46,1726.0,0,0,0
2014-09-23,1907.0,1,91.55,1723.0,1,0,0
2014-09-24,2282.0,3,93.6,1895.0,2,0,0
2014-09-25,1887.0,2,93.59,1680.0,3,0,0
2014-09-26,1901.0,3,95.55,1715.0,4,0,0
2014-09-27,2387.0,2,95.55,1250.0,5,1,0
2014-09-28,913.0,1,95.55,528.0,6,1,0
2014-09-29,2015.0,1,94.53,1808.0,0,0,0
2014-09-30,2000.0,2,91.17,1711.0,1,0,0
2014-10-01,2913.0,3,90.74,1934.0,2,0,0
2014-10-02,2115.0,2,91.02,1752.0,3,0,0
2014-10-03,2369.0,3,89.76,1935.0,4,0,0
2014-10-04,2858.0,3,89.76,1380.0,5,1,0
2014-10-05,1159.0,1,89.76,527.0,6,1,0
2014-10-06,2157.0,4,90.33,1736.0,0,0,0
2014-10-07,1924.0,2,88.89,1761.0,1,0,0
2014-10-08,2207.0,1,87.29,1768.0,2,0,0
2014-10-09,1827.0,1,85.76,1777.0,3,0,0
2014-10-10,927.0,2,85.87,603.0,4,0,1
2014-10-11,1850.0,2,85.87,1106.0,5,1,0
2014-10-12,943.0,0,85.87,465.0,6,1,0
2014-10-13,2013.0,1,85.73,1801.0,0,0,0
2014-10-14,2457.0,5,81.72,1807.0,1,0,0
2014-10-15,2392.0,2,81.82,1872.0,2,0,0
2014-10-16,1860.0,1,82.33,1725.0,3,0,0
2014-10-17,1916.0,2,82.8,1741.0,4,0,0
2014-10-18,2455.0,1,82.8,1342.0,5,1,0
2014-10-19,1138.0,1,82.8,549.0,6,1,0
2014-10-20,1988.0,1,82.76,1785.0,0,0,0
2014-10-21,1876.0,2,83.25,1659.0,1,0,0
2014-10-22,2366.0,1,80.52,1742.0,2,0,0
2014-10-23,1534.0,2,82.81,1684.0,3,0,0
2014-10-24,1969.0,1,81.27,1708.0,4,0,0
2014-10-25,2069.0,1,81.27,1268.0,5,1,0
2014-10-26,1059.0,0,81.27,523.0,6,1,0
2014-10-27,1706.0,1,81.26,1646.0,0,0,0
2014-10-28,1688.0,2,81.36,1643.0,1,0,0
2014-10-29,2261.0,1,82.25,1857.0,2,0,0
2014-10-30,1995.0,0,81.06,1704.0,3,0,0
2014-10-31,1821.0,1,80.53,1735.0,4,0,0
2014-11-01,1690.0,0,80.53,1103.0,5,1,0
2014-11-02,710.0,1,80.53,407.0,6,1,1
2014-11-03,958.0,0,78.77,487.0,0,0,1
2014-11-04,1916.0,1,77.15,1670.0,1,0,0
2014-11-05,2500.0,1,78.71,1880.0,2,0,0
2014-11-06,1898.0,1,77.87,1731.0,3,0,0
2014-11-07,2122.0,5,78.71,1846.0,4,0,0
2014-11-08,2279.0,1,78.71,1307.0,5,1,0
2014-11-09,995.0,1,78.71,505.0,6,1,0
2014-11-10,1881.0,1,77.43,1713.0,0,0,0
2014-11-11,2195.0,1,77.85,1703.0,1,0,0
2014-11-12,2047.0,1,77.16,1882.0,2,0,0
2014-11-13,1901.0,1,74.13,1692.0,3,0,0
2014-11-14,1997.0,0,75.91,1805.0,4,0,0
2014-11-15,2301.0,1,75.91,1329.0,5,1,0
2014-11-16,1093.0,1,75.91,535.0,6,1,0
2014-11-17,2090.0,1,75.64,1776.0,0,0,0
2014-11-18,2075.0,1,74.55,1729.0,1,0,0
2014-11-19,2126.0,1,74.55,1805.0,2,0,0
2014-11-20,1844.0,2,75.63,1770.0,3,0,0
2014-11-21,1829.0,3,76.52,1762.0,4,0,0
2014-11-22,2111.0,2,76.52,1289.0,5,1,0
2014-11-23,964.0,1,76.52,566.0,6,1,0
2014-11-24,1844.0,3,75.74,1726.0,0,0,0
2014-11-25,1884.0,2,74.04,1789.0,1,0,0
2014-11-26,2371.0,1,73.7,1853.0,2,0,0
2014-11-27,1677.0,1,73.7,1713.0,3,0,0
2014-11-28,2014.0,2,65.94,1820.0,4,0,1
2014-11-29,2015.0,0,65.94,1304.0,5,1,0
2014-11-30,1010.0,0,65.94,540.0,6,1,0
2014-12-01,2254.0,0,68.98,1953.0,0,0,1
2014-12-02,2161.0,4,66.99,1819.0,1,0,0
2014-12-03,2380.0,0,67.3,1965.0,2,0,0
2014-12-04,2259.0,4,66.73,1875.0,3,0,0
2014-12-05,2083.0,1,65.89,2028.0,4,0,1
2014-12-06,1737.0,1,65.89,1065.0,5,1,1
2014-12-07,976.0,2,65.89,486.0,6,1,0
2014-12-08,2060.0,1,63.13,2006.0,0,0,0
2014-12-09,1992.0,1,63.74,1896.0,1,0,0
2014-12-10,2453.0,1,60.99,1972.0,2,0,0
2014-12-11,3366.0,0,60.01,1932.0,3,0,0
2014-12-12,2014.0,2,57.81,1951.0,4,0,0
2014-12-13,2255.0,3,57.81,1427.0,5,1,0
2014-12-14,1041.0,4,57.81,593.0,6,1,0
2014-12-15,2468.0,2,55.96,2008.0,0,0,0
2014-12-16,2381.0,0,55.97,2026.0,1,0,0
2014-12-17,2341.0,0,56.43,2347.0,2,0,0
2014-12-18,2003.0,1,54.18,2201.0,3,0,0
2014-12-19,2198.0,0,56.91,2310.0,4,0,0
2014-12-20,2472.0,3,56.91,1882.0,5,1,1
2014-12-21,1466.0,1,56.91,990.0,6,1,1
2014-12-22,2309.0,2,55.25,2594.0,0,0,1
2014-12-23,2256.0,13,56.78,2861.0,1,0,1
2014-12-24,2117.0,6,55.7,2800.0,2,0,1
2014-12-26,1764.0,4,54.59,1295.0,4,0,1
2014-12-27,1366.0,7,54.59,1031.0,5,1,0
2014-12-28,562.0,2,54.59,398.0,6,1,0
2014-12-29,1972.0,7,53.46,1789.0,0,0,0
2014-12-30,2067.0,5,54.14,2008.0,1,0,0
2014-12-31,1976.0,5,53.45,2024.0,2,0,1
2015-01-01,0.0,0,53.45,0.0,3,0,1
2015-01-02,794.0,1,52.72,1021.0,4,0,1
2015-01-03,938.0,1,52.72,1015.0,5,1,0
2015-01-04,574.0,2,52.72,484.0,6,1,0
2015-01-05,1299.0,2,50.05,1956.0,0,0,0
2015-01-06,1028.0,3,47.98,1890.0,1,0,0
2015-01-07,1165.0,2,48.69,1989.0,2,0,0
2015-01-08,971.0,1,48.8,1837.0,3,0,0
2015-01-09,1156.0,2,48.35,1925.0,4,0,0
2015-01-10,1395.0,0,48.35,1534.0,5,1,1
2015-01-11,524.0,0,48.35,507.0,6,1,0
2015-01-12,1235.0,0,46.06,1929.0,0,0,0
2015-01-13,1295.0,0,45.92,1877.0,1,0,0
2015-01-14,1200.0,2,48.49,1936.0,2,0,0
2015-01-15,925.0,1,46.37,1796.0,3,0,0
2015-01-16,1317.0,0,48.49,1713.0,4,0,0
2015-01-17,1500.0,0,48.49,1473.0,5,1,0
2015-01-18,516.0,0,48.49,517.0,6,1,0
2015-01-19,991.0,0,48.49,1955.0,0,0,0
2015-01-20,1003.0,0,46.79,1885.0,1,0,0
2015-01-21,993.0,0,47.85,1955.0,2,0,0
2015-01-22,942.0,0,45.93,1737.0,3,0,0
2015-01-23,1281.0,1,45.26,1885.0,4,0,0
2015-01-24,1136.0,1,45.26,1400.0,5,1,0
2015-01-25,387.0,1,45.26,516.0,6,1,0
2015-01-26,841.0,0,44.8,1864.0,0,0,0
2015-01-27,890.0,1,45.84,1738.0,1,0,0
2015-01-28,1156.0,0,44.08,1901.0,2,0,0
2015-01-29,1110.0,1,44.12,1781.0,3,0,0
2015-01-30,937.0,1,47.79,1888.0,4,0,0
2015-01-31,1314.0,1,47.79,1398.0,5,1,0
2015-02-01,596.0,1,47.79,502.0,6,1,0
2015-02-02,1177.0,1,49.25,1831.0,0,0,0
2015-02-03,1030.0,1,53.04,1844.0,1,0,0
2015-02-04,1082.0,3,48.45,1894.0,2,0,0
2015-02-05,935.0,1,50.48,1774.0,3,0,0
2015-02-06,1164.0,1,51.66,1865.0,4,0,0
2015-02-07,1132.0,1,51.66,1408.0,5,1,0
2015-02-08,469.0,1,51.66,490.0,6,1,0
2015-02-09,967.0,1,52.99,1792.0,0,0,0
2015-02-10,971.0,2,50.06,1790.0,1,0,0
2015-02-11,940.0,1,48.8,1914.0,2,0,0
2015-02-12,882.0,1,51.17,1816.0,3,0,0
2015-02-13,1089.0,2,52.66,2099.0,4,0,0
2015-02-14,890.0,1,52.66,1235.0,5,1,0
2015-02-15,325.0,1,52.66,378.0,6,1,0
2015-02-16,397.0,1,52.66,449.0,0,0,1
2015-02-17,318.0,0,53.56,486.0,1,0,1
2015-02-18,1103.0,1,52.13,1942.0,2,0,0
2015-02-19,685.0,0,51.12,1554.0,3,0,0
2015-02-20,1135.0,0,49.95,1866.0,4,0,0
2015-02-21,1235.0,0,49.95,1530.0,5,1,0
2015-02-22,490.0,0,49.95,524.0,6,1,0
2015-02-23,984.0,0,49.56,1763.0,0,0,0
2015-02-24,965.0,1,48.48,1756.0,1,0,0
2015-02-25,990.0,0,50.25,1923.0,2,0,0
2015-02-26,1007.0,0,47.65,1746.0,3,0,0
2015-02-27,1093.0,0,49.84,1877.0,4,0,0
2015-02-28,1096.0,0,49.84,1425.0,5,1,0
2015-03-01,533.0,0,49.84,522.0,6,1,0
2015-03-02,1032.0,1,49.59,1823.0,0,0,0
2015-03-03,1338.0,2,50.43,1791.0,1,0,0
2015-03-04,1155.0,1,51.53,1918.0,2,0,0
2015-03-05,1032.0,0,50.76,1734.0,3,0,0
2015-03-06,1043.0,0,49.61,1865.0,4,0,0
2015-03-07,1304.0,0,49.61,1468.0,5,1,0
2015-03-08,470.0,0,49.61,506.0,6,1,0
2015-03-09,1296.0,0,49.95,1883.0,0,0,0
2015-03-10,1300.0,0,48.42,1829.0,1,0,0
2015-03-11,1241.0,0,48.06,1893.0,2,0,0
2015-03-12,988.0,0,47.12,1758.0,3,0,0
2015-03-13,1545.0,0,44.88,1869.0,4,0,0
2015-03-14,1198.0,0,44.88,1377.0,5,1,0
2015-03-15,532.0,0,44.88,502.0,6,1,0
2015-03-16,1107.0,1,43.93,1833.0,0,0,0
2015-03-17,1034.0,0,43.39,1713.0,1,0,0
2015-03-18,812.0,0,44.63,1780.0,2,0,0
2015-03-19,867.0,0,44.02,1700.0,3,0,0
2015-03-20,1185.0,0,46.0,1821.0,4,0,0
2015-03-21,1172.0,0,46.0,1361.0,5,1,0
2015-03-22,459.0,0,46.0,534.0,6,1,0
2015-03-23,1018.0,0,47.4,1805.0,0,0,0
2015-03-24,859.0,0,47.03,1726.0,1,0,0
2015-03-25,956.0,0,48.75,1890.0,2,0,0
2015-03-26,748.0,0,51.41,1607.0,3,0,0
2015-03-27,1167.0,1,48.83,1895.0,4,0,0
2015-03-28,1231.0,0,48.83,1279.0,5,1,0
2015-03-29,462.0,1,48.83,458.0,6,1,0
2015-03-30,760.0,0,48.66,1753.0,0,0,0
2015-03-31,870.0,1,47.72,1901.0,1,0,0
2015-04-01,1057.0,1,50.12,1988.0,2,0,0
2015-04-02,972.0,0,49.13,1816.0,3,0,0
2015-04-03,358.0,0,49.13,492.0,4,0,1
2015-04-04,947.0,2,49.13,1151.0,5,1,0
2015-04-05,453.0,0,49.13,461.0,6,1,0
2015-04-06,1111.0,0,52.08,1815.0,0,0,0
2015-04-07,1222.0,1,53.95,1862.0,1,0,0
2015-04-08,1316.0,0,50.44,1839.0,2,0,0
2015-04-09,1076.0,1,50.79,1766.0,3,0,0
2015-04-10,1143.0,1,51.63,1897.0,4,0,0
2015-04-11,1268.0,1,51.63,1386.0,5,1,0
2015-04-12,429.0,1,51.63,493.0,6,1,0
2015-04-13,1043.0,1,51.95,1846.0,0,0,0
2015-04-14,930.0,1,53.3,1680.0,1,0,0
2015-04-15,968.0,1,56.25,1862.0,2,0,0
2015-04-16,912.0,2,56.69,1785.0,3,0,0
2015-04-17,975.0,1,55.71,1727.0,4,0,0
2015-04-18,1234.0,2,55.71,1414.0,5,1,0
2015-04-19,461.0,2,55.71,524.0,6,1,0
2015-04-20,970.0,1,56.37,1887.0,0,0,0
2015-04-21,1114.0,1,55.58,1780.0,1,0,0
2015-04-22,1134.0,1,56.17,1894.0,2,0,0
2015-04-23,1066.0,1,56.59,1798.0,3,0,0
2015-04-24,1195.0,2,55.98,1904.0,4,0,0
2015-04-25,1249.0,4,55.98,1344.0,5,1,0
2015-04-26,560.0,3,55.98,513.0,6,1,0
2015-04-27,1125.0,2,55.56,1822.0,0,0,0
2015-04-28,1106.0,2,57.05,1759.0,1,0,0
2015-04-29,930.0,2,58.55,1845.0,2,0,0
